CMD;Liste;Libellé liste;Code;Libellé code
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFDA001-00/0;Gastropexie chez l enfant  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFDA002-00/0;Gastropexie postérieure [Cardiopexie]  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFDC001-00/0;Gastropexie chez l enfant  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFDC002-00/0;Gastropexie postérieure [Cardiopexie]  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFA001-00/0;Gastrectomie avec court circuit biliopancréatique ou intestinal pour obésité morbide  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFA002-00/0;Gastrectomie partielle inférieure avec anastomose gastroduodénale  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFA003-00/0;Gastrectomie partielle supérieure [polaire supérieure] avec rétablissement de la continuité  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFA004-00/0;Résection de duplication gastroduodénale avec dérivation du conduit biliaire commun  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFA005-00/0;Gastrectomie totale avec rétablissement de la continuité  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFA006-00/0;Gastrectomie partielle inférieure avec anastomose gastrojéjunale  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFA007-00/0;Résection de duplication gastroduodénale sans dérivation du conduit biliaire commun  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFA008-00/0;Dégastrogastrectomie partielle avec rétablissement de la continuité  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFA009-00/0;Résection partielle atypique de la paroi de l estomac n interrompant pas la continuité  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFA010-00/0;Résection de duplication gastrique  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFA011-00/0;Gastrectomie longitudinale [Sleeve gastrectomy] pour obésité morbide  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFA011-1B/0;Gastrectomie longitudinale [Sleeve gastrectomy] pour obésité morbide  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFA011-1M/0;Gastrectomie longitudinale [Sleeve gastrectomy] pour obésité morbide  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFC001-00/0;Résection partielle atypique de la paroi de l estomac n interrompant pas la continuité  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFC002-00/0;Gastrectomie partielle inférieure avec anastomose gastrojéjunale  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFC003-00/0;Résection de duplication gastrique  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFC004-00/0;Gastrectomie avec court circuit biliopancréatique ou intestinal pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFC012-00/0;Gastrectomie partielle inférieure avec anastomose gastroduodénale  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFC017-00/0;Gastrectomie totale avec rétablissement de la continuité  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFC018-00/0;Gastrectomie longitudinale [Sleeve gastrectomy] pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFC018-3B/0;Gastrectomie longitudinale [Sleeve gastrectomy] pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFC018-3M/0;Gastrectomie longitudinale [Sleeve gastrectomy] pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFC018-30/0;Gastrectomie longitudinale [Sleeve gastrectomy] pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFC018-4B/0;Gastrectomie longitudinale [Sleeve gastrectomy] pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFC018-4M/0;Gastrectomie longitudinale [Sleeve gastrectomy] pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFFC018-40/0;Gastrectomie longitudinale [Sleeve gastrectomy] pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFKA002-00/0;Changement d un anneau ajustable périgastrique pour obésité morbide  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFKA002-1B/0;Changement d un anneau ajustable périgastrique pour obésité morbide  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFKA002-1M/0;Changement d un anneau ajustable périgastrique pour obésité morbide  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFKC001-00/0;Changement d un anneau ajustable périgastrique pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFKC001-1B/0;Changement d un anneau ajustable périgastrique pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFKC001-1M/0;Changement d un anneau ajustable périgastrique pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMA001-00/0;Confection d une valve tubérositaire sans libération de la grande courbure gastrique  par thoracotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMA003-00/0;Confection d une valve tubérositaire sans libération de la grande courbure gastrique  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMA004-00/0;Pyloroplastie ou duodénoplastie  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMA005-00/0;Totalisation secondaire de gastrectomie avec rétablissement de la continuité  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMA007-00/0;Confection d une valve tubérositaire avec libération de la grande courbure gastrique  par thoracotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMA008-00/0;Confection d une valve tubérositaire avec libération de la grande courbure gastrique  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMA009-00/0;Gastroplastie par pose d anneau ajustable périgastrique pour obésité morbide  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMA009-1B/0;Gastroplastie par pose d anneau ajustable périgastrique pour obésité morbide  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMA009-1M/0;Gastroplastie par pose d anneau ajustable périgastrique pour obésité morbide  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMA010-00/0;Gastroplastie verticale calibrée pour obésité morbide  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMA011-00/0;Repositionnement ou ablation d un anneau ajustable périgastrique  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMA011-1B/0;Repositionnement ou ablation d un anneau ajustable périgastrique  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMA011-1M/0;Repositionnement ou ablation d un anneau ajustable périgastrique  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMC001-00/0;Confection d une valve tubérositaire avec libération de la grande courbure gastrique  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMC003-00/0;Pyloroplastie ou duodénoplastie  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMC004-00/0;Confection d une valve tubérositaire sans libération de la grande courbure gastrique  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMC006-00/0;Gastroplastie verticale calibrée pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMC007-00/0;Gastroplastie par pose d anneau ajustable périgastrique pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMC007-1B/0;Gastroplastie par pose d anneau ajustable périgastrique pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMC007-1M/0;Gastroplastie par pose d anneau ajustable périgastrique pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMC008-00/0;Repositionnement ou ablation d un anneau ajustable périgastrique  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMC008-1B/0;Repositionnement ou ablation d un anneau ajustable périgastrique  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFMC008-1M/0;Repositionnement ou ablation d un anneau ajustable périgastrique  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFPA001-00/0;Gastrotomie à visée thérapeutique  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFPA002-00/0;Pylorotomie extramuqueuse [Pyloromyotomie extramuqueuse]  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFPA003-00/0;Gastrotomie exploratrice  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HFPC001-00/0;Pylorotomie extramuqueuse [Pyloromyotomie extramuqueuse]  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HGCA003-00/0;Anastomose duodénoduodénale pour atrésie ou sténose congénitale du duodénum  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HGCA006-00/0;Dérivation des sécrétions duodénales et biliopancréatiques par réfection du montage après gastrectomie [Diversion du duodénum]  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HGCA007-00/0;Exclusion du duodénum  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HGCA009-00/0;Court circuit biliopancréatique ou intestinal pour obésité morbide  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HGCC027-00/0;Court circuit biliopancréatique ou intestinal pour obésité morbide  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HGMA002-00/0;Remise en circuit secondaire du duodénum  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HGPA001-00/0;Duodénotomie à visée thérapeutique ou duodénectomie partielle  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HGPA005-00/0;Duodénotomie exploratrice  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HNCA003-00/0;Anastomose pancréaticojéjunale avec anastomose biliojéjunale et gastrojéjunostomie  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HNCA004-00/0;Anastomose pancréaticojéjunale avec gastrojéjunostomie  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HNFA004-00/0;Duodénopancréatectomie totale avec splénectomie [Splénopancréatectomie totale]  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;HNFA007-00/0;Duodénopancréatectomie céphalique  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLCA001-00/0;Suture d une coupole du diaphragme pour hernie congénitale  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLCA002-00/0;Suture d une coupole du diaphragme pour hernie congénitale  par thoracotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLFA003-00/0;Exérèse partielle du diaphragme sans pose de prothèse  par thoracotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLFA013-00/0;Exérèse partielle du diaphragme avec pose de prothèse  par thoracotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLMA001-00/0;Cure d une hernie acquise de la coupole gauche du diaphragme  par thoracotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLMA002-00/0;Cure d une hernie hiatale congénitale avec agénésie des piliers du diaphragme  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLMA004-00/0;Plastie musculaire ou prothétique d une coupole du diaphragme pour hernie congénitale  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLMA005-00/0;Cure d une hernie acquise de la coupole droite du diaphragme  par abord direct
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLMA006-00/0;Cure d une hernie hiatale sans pose de prothèse  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLMA007-00/0;Cure d une hernie rétrocostoxiphoïdienne  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLMA009-00/0;Plastie musculaire ou prothétique d une coupole du diaphragme pour hernie congénitale  par thoracotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLMA010-00/0;Cure d une hernie hiatale avec pose de prothèse  par laparotomie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLMC001-00/0;Cure d une hernie rétrocostoxiphoïdienne  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLMC004-00/0;Cure d une hernie hiatale sans pose de prothèse  par coelioscopie
06;A-044;Interventions sur l oesophage  l estomac et le duodénum;LLMC005-00/0;Cure d une hernie acquise de la coupole du diaphragme  par thoracoscopie
06;A-045;Libérations d adhérences péritonéales;HPPA002-00/0;Section de bride et ou d adhérences péritonéales pour occlusion intestinale aigüe  par laparotomie
06;A-045;Libérations d adhérences péritonéales;HPPC003-00/0;Section de bride et ou d adhérences péritonéales pour occlusion intestinale aigüe  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HGCA008-00/0;Entérostomie cutanée  par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HGCC026-00/0;Entérostomie cutanée  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HGEA003-00/0;Réduction d invagination intestinale aigüe  par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HGEC009-00/0;Réduction d invagination intestinale aigüe  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HGFA006-00/0;Résection du diverticule iléal [de Meckel]  par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HGFC002-00/0;Résection du diverticule iléal [de Meckel]  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HGLA001-00/0;Pose d une sonde de jéjunostomie pour alimentation entérale  par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HGMA005-00/0;Rétablissement secondaire de la continuité digestive après résection de l intestin grêle  par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HGPA002-00/0;Entérotomie à visée thérapeutique  par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HGPA003-00/0;Entérotomie exploratrice  par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HGPC006-00/0;Entérotomie à visée thérapeutique  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HGSA001-00/0;Fermeture d entérostomie cutanée  par abord direct
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HHFA027-00/0;Résection complète d un prolapsus colorectal extériorisé  avec anastomose coloanale et myorraphie du plancher pelvien
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HHFC001-00/0;Exérèse de polype du côlon par coloscopie  avec contrôle coelioscopique
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HHPA001-00/0;Colotomie à visée thérapeutique  par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HHPA002-00/0;Colotomie exploratrice  par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HHPC001-00/0;Colotomie exploratrice  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HHPC002-00/0;Colotomie à visée thérapeutique  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HHSA001-00/0;Fermeture de colostomie cutanée latérale  par abord direct
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJDA001-00/0;Rectopexie  par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJDA001-07/0;Rectopexie  par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJDA001-08/0;Rectopexie  par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJDC001-00/0;Rectopexie  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJDC001-30/0;Rectopexie  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJDC001-37/0;Rectopexie  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJDC001-38/0;Rectopexie  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJDC001-40/0;Rectopexie  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJDC001-47/0;Rectopexie  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJDC001-48/0;Rectopexie  par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJFA008-00/0;Résection circonférentielle de la muqueuse d un prolapsus rectal et plicature de la musculeuse  par abord périnéal
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJFA009-00/0;Résection circonférentielle de la muqueuse d un prolapsus rectal et plicature de la musculeuse  avec réduction d hédrocèle par abord périnéal
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJFA013-00/0;Résection d une fistule rectovaginale acquise  avec fermeture en un temps par suture musculaire et lambeau d avancement  par abord périnéal
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJJA001-00/0;Drainage d une fistule rectovaginale acquise
06;A-046;Interventions mineures sur le côlon et l intestin grêle;HJPA001-00/0;Mise à plat d une fistule rectovaginale acquise  par périnéotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;ZCGA433-00/0;Ablation totale d implant de renfort [mesh implant] pour organes pelviens par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;ZCGA765-00/0;Ablation partielle d implant de renfort [mesh implant] pour organes pelviens par laparotomie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;ZCGC025-00/0;Ablation totale d implant de renfort [mesh implant] pour organes pelviens par coelioscopie
06;A-046;Interventions mineures sur le côlon et l intestin grêle;ZCGC718-00/0;Ablation partielle d implant de renfort [mesh implant] pour organe pelvien  par coelioscopie
06;A-047;Appendicectomies;HHFA001-00/0;Appendicectomie  par abord de la fosse iliaque
06;A-047;Appendicectomies;HHFA011-00/0;Appendicectomie  par laparotomie
06;A-047;Appendicectomies;HHFA016-00/0;Appendicectomie  par coelioscopie ou par laparotomie avec préparation par coelioscopie
06;A-047;Appendicectomies;HHFA020-00/0;Appendicectomie avec toilette péritonéale pour péritonite aigüe généralisée  par laparotomie
06;A-047;Appendicectomies;HHFA025-00/0;Appendicectomie avec toilette péritonéale pour péritonite aigüe généralisée  par coelioscopie ou par laparotomie avec préparation par coelioscopie
06;A-048;Interventions réparatrices pour hernies abdominales;HPSA001-00/0;Ligature du processus vaginal du péritoine [canal péritonéovaginal]  par abord inguinal
06;A-048;Interventions réparatrices pour hernies abdominales;HPSC001-00/0;Ligature du processus vaginal du péritoine [canal péritonéovaginal]  par coelioscopie
06;A-048;Interventions réparatrices pour hernies abdominales;LLMA003-00/0;Plastie d une coupole du diaphragme pour éventration  par thoracotomie
06;A-048;Interventions réparatrices pour hernies abdominales;LLMA008-00/0;Plastie d une coupole du diaphragme pour éventration  par laparotomie
06;A-048;Interventions réparatrices pour hernies abdominales;LLMC003-00/0;Plastie d une coupole du diaphragme pour éventration  par thoracoscopie
06;A-048;Interventions réparatrices pour hernies abdominales;LLMC019-00/0;Plastie d une coupole du diaphragme pour éventration  par coelioscopie
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA001-00/0;Cure bilatérale d une hernie de l aine avec pose de prothèse  par abord inguinal
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA002-00/0;Cure bilatérale de hernie de l aine avec pose de prothèse  par abord prépéritonéal unique
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA003-00/0;Réfection de la paroi lombale sans prothèse
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA004-00/0;Cure d éventration postopératoire de la paroi abdominale antérieure avec pose de prothèse  par abord direct
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA006-00/0;Cure de hernie de la paroi abdominale antérieure après l âge de 16 ans avec pose de prothèse  par abord direct
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA007-00/0;Réfection de la paroi lombale avec prothèse
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA008-00/0;Cure unilatérale d une hernie de l aine avec pose de prothèse  par abord prépéritonéal
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA009-00/0;Cure de hernie de la paroi abdominale antérieure après l âge de 16 ans sans pose de prothèse  par abord direct
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA010-00/0;Cure d éventration postopératoire de la paroi abdominale antérieure sans pose de prothèse  par abord direct
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA011-00/0;Cure d une hernie fémorale [crurale]  par abord inguinofémoral
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA012-00/0;Cure unilatérale d une hernie de l aine avec pose de prothèse  par abord inguinal
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA014-00/0;Cure de hernie de la paroi abdominale antérieure avant l âge de 16 ans  par abord direct
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA016-00/0;Cure unilatérale d une hernie de l aine sans pose de prothèse sous anesthésie locale  par abord inguinal
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA017-00/0;Cure unilatérale d une hernie de l aine sans pose de prothèse sous anesthésie générale ou locorégionale  par abord inguinal
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA018-00/0;Cure bilatérale d une hernie de l aine sans pose de prothèse sous anesthésie générale ou locorégionale  par abord inguinal
06;A-048;Interventions réparatrices pour hernies abdominales;LMMA019-00/0;Cure bilatérale d une hernie de l aine sans pose de prothèse sous anesthésie locale  par abord inguinal
06;A-048;Interventions réparatrices pour hernies abdominales;LMMC001-00/0;Cure bilatérale d une hernie de l aine avec pose de prothèse  par vidéochirurgie
06;A-048;Interventions réparatrices pour hernies abdominales;LMMC002-00/0;Cure unilatérale d une hernie de l aine avec pose de prothèse  par vidéochirurgie
06;A-048;Interventions réparatrices pour hernies abdominales;LMMC003-00/0;Cure unilatérale d une hernie de l aine sans pose de prothèse  par vidéochirurgie
06;A-048;Interventions réparatrices pour hernies abdominales;LMMC004-00/0;Cure bilatérale d une hernie de l aine sans pose de prothèse  par vidéochirurgie
06;A-048;Interventions réparatrices pour hernies abdominales;LMMC015-00/0;Cure d éventration postopératoire de la paroi abdominale antérieure avec pose de prothèse  par coelioscopie
06;A-048;Interventions réparatrices pour hernies abdominales;LMMC020-00/0;Cure de hernie de la paroi abdominale antérieure après l âge de 16 ans avec pose de prothèse  par coelioscopie
06;A-048;Interventions réparatrices pour hernies abdominales;LMSA001-00/0;Fermeture d une omphalocèle ou d un laparoschisis en un temps
06;A-048;Interventions réparatrices pour hernies abdominales;LMSA002-00/0;Fermeture d une éviscération abdominale  par abord direct
06;A-048;Interventions réparatrices pour hernies abdominales;LMSA003-00/1;Fermeture progressive d une omphalocèle ou d un laparoschisis
06;A-048;Interventions réparatrices pour hernies abdominales;LMSA003-00/2;Fermeture progressive d une omphalocèle ou d un laparoschisis
06;A-048;Interventions réparatrices pour hernies abdominales;LMSA003-00/3;Fermeture progressive d une omphalocèle ou d un laparoschisis
06;A-048;Interventions réparatrices pour hernies abdominales;LMSA005-00/0;Fermeture de paroi abdominale antérieure hypoplasique ou aplasique par plastie musculoaponévrotique
06;A-048;Interventions réparatrices pour hernies abdominales;QBFA001-00/0;Dermolipectomie abdominale avec transposition de l ombilic et fermeture de diastasis des muscles droits de l abdomen
06;A-048;Interventions réparatrices pour hernies abdominales;QBFA006-00/0;Dermolipectomie abdominale sans transposition de l ombilic  avec fermeture de diastasis des muscles droits de l abdomen
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJBA001-00/0;Plicature de la paroi antérieure du rectum  par abord périnéal
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJCA001-00/0;Suture de plaie ou de perforation intrapéritonéale du rectum  par laparotomie
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJCC001-00/0;Suture de plaie ou de perforation intrapéritonéale du rectum  par coelioscopie
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJCD001-00/0;Suture de plaie du rectum par voie anale  avec réparation du muscle sphincter externe de l anus
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJCD002-00/0;Suture de plaie du rectum par voie anale  sans réparation du muscle sphincter externe de l anus
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJFA003-00/0;Exérèse de tumeur du rectum  par abord transsphinctérien
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJFA003-30/0;Exérèse de tumeur du rectum  par abord transsphinctérien
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJFA003-40/0;Exérèse de tumeur du rectum  par abord transsphinctérien
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJFA018-00/0;Exérèse de tumeur du rectum  par abord transsacrococcygien [de Kraske]
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJFD001-00/0;Résection de la muqueuse rectale avec plicature hémicirconférentielle antérieure de la musculeuse par voie anale  avec anoplastie muqueuse postérieure
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJFD002-00/0;Exérèse de tumeur du rectum  par voie anale
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJFD004-00/0;Résection de la muqueuse rectale avec plicature hémicirconférentielle antérieure de la musculeuse  par voie anale
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJMA001-00/0;Anoplastie pour malformation anorectale basse
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJMA002-00/0;Reconstruction de la paroi antérieure de l anus et du rectum et de la paroi postérieure du vagin  avec sphinctéroplastie anale  par abord périnéal
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJND001-00/0;Destruction de lésion du rectum  par voie anale
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HJSD001-00/0;Hémostase secondaire à un acte sur le rectum
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HKCA001-00/0;Myorraphie préanale et rétroanale des muscles élévateurs de l anus
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HKCA002-00/0;Myorraphie rétroanale des muscles élévateurs de l anus
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HKCA003-00/0;Suture de plaie de l anus  avec réparation du muscle sphincter externe de l anus
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HKCA004-00/0;Suture de plaie de l anus  sans réparation du muscle sphincter externe de l anus
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HKCA005-00/0;Myorraphie préanale des muscles élévateurs de l anus
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HKEA001-00/0;Transposition postérieure de l anus
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HKFA001-00/0;Destruction et ou exérèse de tumeur bénigne du canal anal
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HKFA002-00/0;Résection d une fissure anale infectée
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HKFA004-00/0;Excision d une fissure anale [Fissurectomie anale]
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HKFA005-00/0;Excision d une fissure et ou d une sténose anale  avec anoplastie muqueuse
06;A-050;Interventions sur le rectum et l anus sauf résections rectales;HKFA006-00/0;Excision d une fissure anale  avec anoplastie muqueuse et résection d un paquet hémorroïdaire isolé
