20Z02;Toxicomanies non éthyliques avec dépendance
20Z03;Abus de drogues non éthyliques sans dépendance
20Z04;Ethylisme avec dépendance
20Z05;Ethylisme aigu
20Z06;Troubles mentaux organiques induits par l'alcool ou d'autres substances
