"",,Liste,Liste,
F20.03,2,260,-,SCHIZO PARANOÏDE RÉMITTENTE
F20.04,2,260,-,SCHIZO PARANOÏDE RÉMISSION INCOMPLÈTE
F20.05,2,260,-,SCHIZO PARANOÏDE RÉMISSION CPLT
F20.08,2,260,-,SCHIZO PARANOÏDE AUTRE ÉVOL
F20.09,2,260,-,SCHIZO PARANOÏDE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.1,2,260,-,SCHIZOPHRENIE HEBEPHRENIQUE
F20.10,2,260,-,SCHIZO HÉBÉPHRÉNIQUE CONTINUE
F20.11,2,260,-,SCHIZO HÉBÉPHRÉNIQUE +DÉFIC PROGR
F20.12,2,260,-,SCHIZO HÉBÉPHRÉNIQUE +DÉFIC STABLE
F20.13,2,260,-,SCHIZO HÉBÉPHRÉNIQUE RÉMITTENTE
F20.14,2,260,-,SCHIZO HÉBÉPHRÉNIQUE RÉMISSION INCOMPLÈTE
F20.15,2,260,-,SCHIZO HÉBÉPHRÉNIQUE RÉMISSION CPLT
F20.18,2,260,-,SCHIZO HÉBÉPHRÉNIQUE AUTRE ÉVOL
F20.19,2,260,-,SCHIZO HÉBÉPHRÉNIQUE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.2,2,385,-,SCHIZOPHRENIE CATATONIQUE
F20.20,2,385,-,SCHIZO CATATONIQUE CONTINUE
F20.21,2,385,-,SCHIZO CATATONIQUE +DÉFIC PROGR
F20.22,2,385,-,SCHIZO CATATONIQUE +DÉFIC STABLE
F20.23,2,385,-,SCHIZO CATATONIQUE RÉMITTENTE
F20.24,2,385,-,SCHIZO CATATONIQUE RÉMISSION INCOMPLÈTE
F20.25,2,385,-,SCHIZO CATATONIQUE RÉMISSION CPLT
F20.28,2,385,-,SCHIZO CATATONIQUE AUTRE ÉVOL
F20.29,2,385,-,SCHIZO CATATONIQUE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.3,2,260,-,SCHIZOPHRENIE INDIFFERENCIEE
F20.30,2,260,-,SCHIZO INDIFFÉRENCIÉE CONTINUE
F20.31,2,260,-,SCHIZO INDIFFÉRENCIÉE +DÉFIC PROGR
F20.32,2,260,-,SCHIZO INDIFFÉRENCIÉE +DÉFIC STABLE
F20.33,2,260,-,SCHIZO INDIFFÉRENCIÉE RÉMITTENTE
F20.34,2,260,-,SCHIZO INDIFFÉRENCIÉE RÉMISSION INCOMPLÈTE
F20.35,2,260,-,SCHIZO INDIFFÉRENCIÉE RÉMISSION CPLT
F20.02,2,260,-,SCHIZO PARANOÏDE +DÉFIC STABLE
F20.03,2,260,-,SCHIZO PARANOÏDE RÉMITTENTE
F20.04,2,260,-,SCHIZO PARANOÏDE RÉMISSION INCOMPLÈTE
F20.05,2,260,-,SCHIZO PARANOÏDE RÉMISSION CPLT
F20.08,2,260,-,SCHIZO PARANOÏDE AUTRE ÉVOL
F20.09,2,260,-,SCHIZO PARANOÏDE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.1,2,260,-,SCHIZOPHRENIE HEBEPHRENIQUE
F20.10,2,260,-,SCHIZO HÉBÉPHRÉNIQUE CONTINUE
F20.11,2,260,-,SCHIZO HÉBÉPHRÉNIQUE +DÉFIC PROGR
F20.12,2,260,-,SCHIZO HÉBÉPHRÉNIQUE +DÉFIC STABLE
F20.13,2,260,-,SCHIZO HÉBÉPHRÉNIQUE RÉMITTENTE
F20.14,2,260,-,SCHIZO HÉBÉPHRÉNIQUE RÉMISSION INCOMPLÈTE
F20.15,2,260,-,SCHIZO HÉBÉPHRÉNIQUE RÉMISSION CPLT
F20.18,2,260,-,SCHIZO HÉBÉPHRÉNIQUE AUTRE ÉVOL
F20.19,2,260,-,SCHIZO HÉBÉPHRÉNIQUE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.2,2,385,-,SCHIZOPHRENIE CATATONIQUE
F20.20,2,385,-,SCHIZO CATATONIQUE CONTINUE
F20.21,2,385,-,SCHIZO CATATONIQUE +DÉFIC PROGR
F20.22,2,385,-,SCHIZO CATATONIQUE +DÉFIC STABLE
F20.23,2,385,-,SCHIZO CATATONIQUE RÉMITTENTE
F20.24,2,385,-,SCHIZO CATATONIQUE RÉMISSION INCOMPLÈTE
F20.25,2,385,-,SCHIZO CATATONIQUE RÉMISSION CPLT
F20.28,2,385,-,SCHIZO CATATONIQUE AUTRE ÉVOL
F20.29,2,385,-,SCHIZO CATATONIQUE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.3,2,260,-,SCHIZOPHRENIE INDIFFERENCIEE
F20.30,2,260,-,SCHIZO INDIFFÉRENCIÉE CONTINUE
F20.31,2,260,-,SCHIZO INDIFFÉRENCIÉE +DÉFIC PROGR
F20.32,2,260,-,SCHIZO INDIFFÉRENCIÉE +DÉFIC STABLE
F20.33,2,260,-,SCHIZO INDIFFÉRENCIÉE RÉMITTENTE
F20.34,2,260,-,SCHIZO INDIFFÉRENCIÉE RÉMISSION INCOMPLÈTE
F20.35,2,260,-,SCHIZO INDIFFÉRENCIÉE RÉMISSION CPLT
F20.38,2,260,-,SCHIZO INDIFFÉRENCIÉE AUTRE ÉVOL
CMA,niv,"Listediag","Listeracine",Libellé
F20.39,2,260,-,SCHIZO INDIFFÉRENCIÉE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.4,2,260,-,DEPRES. POST-SCHIZOPHRENIQUE
F20.40,2,260,-,DÉPRES POSTSCHIZO CONTINUE
F20.41,2,260,-,DÉPRES POSTSCHIZO +DÉFIC PROGR
F20.42,2,260,-,DÉPRES POSTSCHIZO +DÉFIC STABLE
F20.43,2,260,-,DÉPRES POSTSCHIZO RÉMITTENTE
F20.44,2,260,-,DÉPRES POSTSCHIZO RÉMISSION INCOMPLÈTE
F20.45,2,260,-,DÉPRES POSTSCHIZO RÉMISSION CPLT
F20.48,2,260,-,DÉPRES POSTSCHIZO AUTRE ÉVOL
F20.49,2,260,-,DÉPRES POSTSCHIZO ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.5,2,260,-,SCHIZOPHENIE RESIDUELLE
F20.50,2,260,-,SCHIZO RÉSIDUELLE CONTINUE
F20.51,2,260,-,SCHIZO RÉSIDUELLE +DÉFIC PROGR
F20.52,2,260,-,SCHIZO RÉSIDUELLE +DÉFIC STABLE
F20.53,2,260,-,SCHIZO RÉSIDUELLE RÉMITTENTE
F20.54,2,260,-,SCHIZO RÉSIDUELLE RÉMISSION INCOMPLÈTE
F20.55,2,260,-,SCHIZO RÉSIDUELLE RÉMISSION CPLT
F20.58,2,260,-,SCHIZO RÉSIDUELLE AUTRE ÉVOL
F20.59,2,260,-,SCHIZO RÉSIDUELLE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.6,2,260,-,SCHIZOPHRENIE SIMPLE
F20.60,2,260,-,SCHIZO SIMPLE CONTINUE
F20.61,2,260,-,SCHIZO SIMPLE +DÉFIC PROGR
F20.62,2,260,-,SCHIZO SIMPLE +DÉFIC STABLE
F20.63,2,260,-,SCHIZO SIMPLE RÉMITTENTE
F20.64,2,260,-,SCHIZO SIMPLE RÉMISSION INCOMPLÈTE
F20.65,2,260,-,SCHIZO SIMPLE RÉMISSION CPLT
F20.68,2,260,-,SCHIZO SIMPLE AUTRE ÉVOL
F20.69,2,260,-,SCHIZO SIMPLE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.8,2,260,-,"SCHIZOPHRENIE, NCA"
F20.80,2,260,-,AUTRES FORMES SCHIZO CONTINUE
F20.81,2,260,-,AUTRES FORMES SCHIZO +DÉFIC PROGR
F20.82,2,260,-,AUTRES FORMES SCHIZO +DÉFIC STABLE
F20.83,2,260,-,AUTRES FORMES SCHIZO RÉMITTENTE
F20.84,2,260,-,AUTRES FORMES SCHIZO RÉMISSION INCOMPLÈTE
F20.85,2,260,-,AUTRES FORMES SCHIZO RÉMISSION CPLT
F20.88,2,260,-,AUTRES FORMES SCHIZO AUTRE ÉVOL
F20.89,2,260,-,AUTRES FORMES SCHIZO ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.9,2,385,-,"SCHIZOPHRENIE, SAI"
F20.90,2,385,-,SCHIZO SAI CONTINUE
F20.91,2,385,-,SCHIZO SAI +DÉFIC PROGR
F20.92,2,385,-,SCHIZO SAI +DÉFIC STABLE
F20.93,2,385,-,SCHIZO SAI RÉMITTENTE
"",niv,"Listediag","Listeracine",Libellé
F20.39,2,260,-,SCHIZO INDIFFÉRENCIÉE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.4,2,260,-,DEPRES. POST-SCHIZOPHRENIQUE
F20.40,2,260,-,DÉPRES POSTSCHIZO CONTINUE
F20.41,2,260,-,DÉPRES POSTSCHIZO +DÉFIC PROGR
F20.42,2,260,-,DÉPRES POSTSCHIZO +DÉFIC STABLE
F20.43,2,260,-,DÉPRES POSTSCHIZO RÉMITTENTE
F20.44,2,260,-,DÉPRES POSTSCHIZO RÉMISSION INCOMPLÈTE
F20.45,2,260,-,DÉPRES POSTSCHIZO RÉMISSION CPLT
F20.48,2,260,-,DÉPRES POSTSCHIZO AUTRE ÉVOL
F20.49,2,260,-,DÉPRES POSTSCHIZO ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.5,2,260,-,SCHIZOPHENIE RESIDUELLE
F20.50,2,260,-,SCHIZO RÉSIDUELLE CONTINUE
F20.51,2,260,-,SCHIZO RÉSIDUELLE +DÉFIC PROGR
F20.52,2,260,-,SCHIZO RÉSIDUELLE +DÉFIC STABLE
F20.53,2,260,-,SCHIZO RÉSIDUELLE RÉMITTENTE
F20.54,2,260,-,SCHIZO RÉSIDUELLE RÉMISSION INCOMPLÈTE
F20.55,2,260,-,SCHIZO RÉSIDUELLE RÉMISSION CPLT
F20.58,2,260,-,SCHIZO RÉSIDUELLE AUTRE ÉVOL
F20.59,2,260,-,SCHIZO RÉSIDUELLE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.6,2,260,-,SCHIZOPHRENIE SIMPLE
F20.60,2,260,-,SCHIZO SIMPLE CONTINUE
F20.61,2,260,-,SCHIZO SIMPLE +DÉFIC PROGR
F20.62,2,260,-,SCHIZO SIMPLE +DÉFIC STABLE
F20.63,2,260,-,SCHIZO SIMPLE RÉMITTENTE
F20.64,2,260,-,SCHIZO SIMPLE RÉMISSION INCOMPLÈTE
F20.65,2,260,-,SCHIZO SIMPLE RÉMISSION CPLT
F20.68,2,260,-,SCHIZO SIMPLE AUTRE ÉVOL
F20.69,2,260,-,SCHIZO SIMPLE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.8,2,260,-,"SCHIZOPHRENIE, NCA"
F20.80,2,260,-,AUTRES FORMES SCHIZO CONTINUE
F20.81,2,260,-,AUTRES FORMES SCHIZO +DÉFIC PROGR
F20.82,2,260,-,AUTRES FORMES SCHIZO +DÉFIC STABLE
F20.83,2,260,-,AUTRES FORMES SCHIZO RÉMITTENTE
F20.84,2,260,-,AUTRES FORMES SCHIZO RÉMISSION INCOMPLÈTE
F20.85,2,260,-,AUTRES FORMES SCHIZO RÉMISSION CPLT
F20.88,2,260,-,AUTRES FORMES SCHIZO AUTRE ÉVOL
F20.89,2,260,-,AUTRES FORMES SCHIZO ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.9,2,385,-,"SCHIZOPHRENIE, SAI"
F20.90,2,385,-,SCHIZO SAI CONTINUE
F20.91,2,385,-,SCHIZO SAI +DÉFIC PROGR
F20.92,2,385,-,SCHIZO SAI +DÉFIC STABLE
F20.93,2,385,-,SCHIZO SAI RÉMITTENTE
F20.50,2,260,-,SCHIZO RÉSIDUELLE CONTINUE
F20.51,2,260,-,SCHIZO RÉSIDUELLE +DÉFIC PROGR
F20.52,2,260,-,SCHIZO RÉSIDUELLE +DÉFIC STABLE
F20.53,2,260,-,SCHIZO RÉSIDUELLE RÉMITTENTE
F20.54,2,260,-,SCHIZO RÉSIDUELLE RÉMISSION INCOMPLÈTE
F20.55,2,260,-,SCHIZO RÉSIDUELLE RÉMISSION CPLT
F20.58,2,260,-,SCHIZO RÉSIDUELLE AUTRE ÉVOL
F20.59,2,260,-,SCHIZO RÉSIDUELLE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.6,2,260,-,SCHIZOPHRENIE SIMPLE
F20.60,2,260,-,SCHIZO SIMPLE CONTINUE
F20.61,2,260,-,SCHIZO SIMPLE +DÉFIC PROGR
F20.62,2,260,-,SCHIZO SIMPLE +DÉFIC STABLE
F20.63,2,260,-,SCHIZO SIMPLE RÉMITTENTE
F20.64,2,260,-,SCHIZO SIMPLE RÉMISSION INCOMPLÈTE
F20.65,2,260,-,SCHIZO SIMPLE RÉMISSION CPLT
F20.68,2,260,-,SCHIZO SIMPLE AUTRE ÉVOL
F20.69,2,260,-,SCHIZO SIMPLE ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.8,2,260,-,"SCHIZOPHRENIE, NCA"
F20.80,2,260,-,AUTRES FORMES SCHIZO CONTINUE
F20.81,2,260,-,AUTRES FORMES SCHIZO +DÉFIC PROGR
F20.82,2,260,-,AUTRES FORMES SCHIZO +DÉFIC STABLE
F20.83,2,260,-,AUTRES FORMES SCHIZO RÉMITTENTE
F20.84,2,260,-,AUTRES FORMES SCHIZO RÉMISSION INCOMPLÈTE
F20.85,2,260,-,AUTRES FORMES SCHIZO RÉMISSION CPLT
F20.88,2,260,-,AUTRES FORMES SCHIZO AUTRE ÉVOL
F20.89,2,260,-,AUTRES FORMES SCHIZO ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F20.9,2,385,-,"SCHIZOPHRENIE, SAI"
F20.90,2,385,-,SCHIZO SAI CONTINUE
F20.91,2,385,-,SCHIZO SAI +DÉFIC PROGR
F20.92,2,385,-,SCHIZO SAI +DÉFIC STABLE
F20.93,2,385,-,SCHIZO SAI RÉMITTENTE
F20.94,2,385,-,SCHIZO SAI RÉMISSION INCOMPLÈTE
CMA,niv,"Listediag","Listeracine",Libellé
F20.95,2,385,-,SCHIZO SAI RÉMISSION CPLT
F20.98,2,385,-,SCHIZO SAI AUTRE ÉVOL
F20.99,2,385,-,SCHIZO SAI ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F21,2,260,-,TBL. SCHIZOTYPIQUE
F22.0,2,260,-,TBL. DELIRANT
F22.8,2,260,-,"TBL. DELIRANTS PERSISTANTS, NCA"
F22.9,2,260,-,"TBL. DELIRANT PERSISTANT, SAI"
F23.0,2,995,-,"TBL. PSYCHOT. AIG. POLYMORPHE, SAI"
F23.00,2,995,-,TBL PSYCHOT AIG POLYMORPHE SANS SYMPT SCHIZO SANS STRESS ASSOCIÉ
F23.01,2,995,-,TBL PSYCHOT AIG POLYMORPHE SANS SYMPT SCHIZO +STRESS ASSOCIÉ
F23.1,2,995,-,TBL. PSYCHOT. AIG. POLYMORPHE AVEC SYMPT. SCHIZOPHRENIQUES
F23.10,2,995,-,TBL PSYCHOT AIG POLYMORPHE +SYMPT SCHIZO SANS STRESS ASSOCIÉ
F23.11,2,995,-,TBL PSYCHOT AIG POLYMORPHE +SYMPT SCHIZO +STRESS ASSOCIÉ
F23.2,2,995,-,TBL. PSYCHOT. AIG. D'ALLURE SCHIZOPHRENIQUE
F23.20,2,995,-,TBL PSYCHOT AIG ALLURE SCHIZOPHR SANS STRESS ASSOCIÉ
F23.21,2,995,-,TBL PSYCHOT AIG ALLURE SCHIZOPHR +STRESS ASSOCIÉ
F23.3,2,995,-,"TBL. PSYCHOT. AIG. DELIRANT, NCA"
F23.30,2,995,-,AUTRE TBL PSYCHOT AIG SURTT DÉLIR SANS STRESS ASSOCIÉ
F23.31,2,995,-,AUTRE TBL PSYCHOT AIG SURTT DÉLIR +STRESS ASSOCIÉ
F23.8,2,995,-,"TBL. PSYCHOT. AIG. ET TRANSIT., NCA"
F23.80,2,995,-,AUTRES TBL PSYCHOT AIGUS +TRANSITOIRES SANS STRESS ASSOCIÉ
F23.81,2,995,-,AUTRES TBL PSYCHOT AIGUS +TRANSITOIRES +STRESS ASSOCIÉ
F23.9,2,995,-,"TBL. PSYCHOT. AIG. ET TRANSIT., SAI"
F23.90,2,995,-,TBL PSYCHOT AIG +TRANSIT SAI SANS STRESS ASSOCIÉ
F23.91,2,995,-,TBL PSYCHOT AIG +TRANSIT SAI +STRESS ASSOCIÉ
F24,2,260,-,TBL. DELIRANT INDUIT
F25.0,2,979,-,"TBL. SCHIZO-AFFECTIF, TYPE MANIAQUE"
F25.00,2,979,-,"TBL SCHIZOAFF, MANIAQUE, SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS"
F25.01,2,979,-,"TBL SCHIZOAFF, MANIAQUE, SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS"
F25.1,2,979,-,"TBL. SCHIZO-AFFECTIF, TYPE DEPRES."
F25.10,2,979,-,"TBL SCHIZOAFF, DÉPRES, SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS"
F25.11,2,979,-,"TBL SCHIZOAFF, DÉPRES, SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS"
F25.2,2,979,-,"TBL. SCHIZO-AFFECTIF, TYPE MIXTE"
F25.20,2,979,-,"TBL SCHIZOAFF, MIXTE, SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS"
F25.21,2,979,-,"TBL SCHIZOAFF, MIXTE, SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS"
F25.8,2,979,-,"TBL. SCHIZO-AFFECTIFS, NCA"
F25.80,2,979,-,AUTRES TBL SCHIZOAFF SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS
F25.81,2,979,-,AUTRES TBL SCHIZOAFF SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS
F25.9,2,979,-,"TBL. SCHIZO-AFFECTIF, SAI"
F25.90,2,979,-,TBL SCHIZOAFF SAI SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS
F25.91,2,979,-,TBL SCHIZOAFF SAI SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS
F28,2,260,-,"TBL. PSYCHOT. NON ORG., NCA"
"",niv,"Listediag","Listeracine",Libellé
F20.95,2,385,-,SCHIZO SAI RÉMISSION CPLT
F20.98,2,385,-,SCHIZO SAI AUTRE ÉVOL
F20.99,2,385,-,SCHIZO SAI ÉVOL IMPRÉVISIBLE PÉRIODE OBS TROP BRÈVE
F21,2,260,-,TBL. SCHIZOTYPIQUE
F22.0,2,260,-,TBL. DELIRANT
F22.8,2,260,-,"TBL. DELIRANTS PERSISTANTS, NCA"
F22.9,2,260,-,"TBL. DELIRANT PERSISTANT, SAI"
F23.0,2,995,-,"TBL. PSYCHOT. AIG. POLYMORPHE, SAI"
F23.00,2,995,-,TBL PSYCHOT AIG POLYMORPHE SANS SYMPT SCHIZO SANS STRESS ASSOCIÉ
F23.01,2,995,-,TBL PSYCHOT AIG POLYMORPHE SANS SYMPT SCHIZO +STRESS ASSOCIÉ
F23.1,2,995,-,TBL. PSYCHOT. AIG. POLYMORPHE AVEC SYMPT. SCHIZOPHRENIQUES
F23.10,2,995,-,TBL PSYCHOT AIG POLYMORPHE +SYMPT SCHIZO SANS STRESS ASSOCIÉ
F23.11,2,995,-,TBL PSYCHOT AIG POLYMORPHE +SYMPT SCHIZO +STRESS ASSOCIÉ
F23.2,2,995,-,TBL. PSYCHOT. AIG. D'ALLURE SCHIZOPHRENIQUE
F23.20,2,995,-,TBL PSYCHOT AIG ALLURE SCHIZOPHR SANS STRESS ASSOCIÉ
F23.21,2,995,-,TBL PSYCHOT AIG ALLURE SCHIZOPHR +STRESS ASSOCIÉ
F23.3,2,995,-,"TBL. PSYCHOT. AIG. DELIRANT, NCA"
F23.30,2,995,-,AUTRE TBL PSYCHOT AIG SURTT DÉLIR SANS STRESS ASSOCIÉ
F23.31,2,995,-,AUTRE TBL PSYCHOT AIG SURTT DÉLIR +STRESS ASSOCIÉ
F23.8,2,995,-,"TBL. PSYCHOT. AIG. ET TRANSIT., NCA"
F23.80,2,995,-,AUTRES TBL PSYCHOT AIGUS +TRANSITOIRES SANS STRESS ASSOCIÉ
F23.81,2,995,-,AUTRES TBL PSYCHOT AIGUS +TRANSITOIRES +STRESS ASSOCIÉ
F23.9,2,995,-,"TBL. PSYCHOT. AIG. ET TRANSIT., SAI"
F23.90,2,995,-,TBL PSYCHOT AIG +TRANSIT SAI SANS STRESS ASSOCIÉ
F23.91,2,995,-,TBL PSYCHOT AIG +TRANSIT SAI +STRESS ASSOCIÉ
F24,2,260,-,TBL. DELIRANT INDUIT
F25.0,2,979,-,"TBL. SCHIZO-AFFECTIF, TYPE MANIAQUE"
F25.00,2,979,-,"TBL SCHIZOAFF, MANIAQUE, SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS"
F25.01,2,979,-,"TBL SCHIZOAFF, MANIAQUE, SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS"
F25.1,2,979,-,"TBL. SCHIZO-AFFECTIF, TYPE DEPRES."
F25.10,2,979,-,"TBL SCHIZOAFF, DÉPRES, SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS"
F25.11,2,979,-,"TBL SCHIZOAFF, DÉPRES, SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS"
F25.2,2,979,-,"TBL. SCHIZO-AFFECTIF, TYPE MIXTE"
F25.20,2,979,-,"TBL SCHIZOAFF, MIXTE, SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS"
F25.21,2,979,-,"TBL SCHIZOAFF, MIXTE, SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS"
F25.8,2,979,-,"TBL. SCHIZO-AFFECTIFS, NCA"
F25.80,2,979,-,AUTRES TBL SCHIZOAFF SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS
F25.81,2,979,-,AUTRES TBL SCHIZOAFF SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS
F25.9,2,979,-,"TBL. SCHIZO-AFFECTIF, SAI"
F25.90,2,979,-,TBL SCHIZOAFF SAI SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS
F25.91,2,979,-,TBL SCHIZOAFF SAI SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS
F28,2,260,-,"TBL. PSYCHOT. NON ORG., NCA"
F23.10,2,995,-,TBL PSYCHOT AIG POLYMORPHE +SYMPT SCHIZO SANS STRESS ASSOCIÉ
F23.11,2,995,-,TBL PSYCHOT AIG POLYMORPHE +SYMPT SCHIZO +STRESS ASSOCIÉ
F23.2,2,995,-,TBL. PSYCHOT. AIG. D'ALLURE SCHIZOPHRENIQUE
F23.20,2,995,-,TBL PSYCHOT AIG ALLURE SCHIZOPHR SANS STRESS ASSOCIÉ
F23.21,2,995,-,TBL PSYCHOT AIG ALLURE SCHIZOPHR +STRESS ASSOCIÉ
F23.3,2,995,-,"TBL. PSYCHOT. AIG. DELIRANT, NCA"
F23.30,2,995,-,AUTRE TBL PSYCHOT AIG SURTT DÉLIR SANS STRESS ASSOCIÉ
F23.31,2,995,-,AUTRE TBL PSYCHOT AIG SURTT DÉLIR +STRESS ASSOCIÉ
F23.8,2,995,-,"TBL. PSYCHOT. AIG. ET TRANSIT., NCA"
F23.80,2,995,-,AUTRES TBL PSYCHOT AIGUS +TRANSITOIRES SANS STRESS ASSOCIÉ
F23.81,2,995,-,AUTRES TBL PSYCHOT AIGUS +TRANSITOIRES +STRESS ASSOCIÉ
F23.9,2,995,-,"TBL. PSYCHOT. AIG. ET TRANSIT., SAI"
F23.90,2,995,-,TBL PSYCHOT AIG +TRANSIT SAI SANS STRESS ASSOCIÉ
F23.91,2,995,-,TBL PSYCHOT AIG +TRANSIT SAI +STRESS ASSOCIÉ
F24,2,260,-,TBL. DELIRANT INDUIT
F25.0,2,979,-,"TBL. SCHIZO-AFFECTIF, TYPE MANIAQUE"
F25.00,2,979,-,"TBL SCHIZOAFF, MANIAQUE, SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS"
F25.01,2,979,-,"TBL SCHIZOAFF, MANIAQUE, SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS"
F25.1,2,979,-,"TBL. SCHIZO-AFFECTIF, TYPE DEPRES."
F25.10,2,979,-,"TBL SCHIZOAFF, DÉPRES, SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS"
F25.11,2,979,-,"TBL SCHIZOAFF, DÉPRES, SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS"
F25.2,2,979,-,"TBL. SCHIZO-AFFECTIF, TYPE MIXTE"
F25.20,2,979,-,"TBL SCHIZOAFF, MIXTE, SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS"
F25.21,2,979,-,"TBL SCHIZOAFF, MIXTE, SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS"
F25.8,2,979,-,"TBL. SCHIZO-AFFECTIFS, NCA"
F25.80,2,979,-,AUTRES TBL SCHIZOAFF SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS
F25.81,2,979,-,AUTRES TBL SCHIZOAFF SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS
F25.9,2,979,-,"TBL. SCHIZO-AFFECTIF, SAI"
F25.90,2,979,-,TBL SCHIZOAFF SAI SYMPT AFF +SCHIZO 0 SYMPT SCHIZO PERSISTANTS
F25.91,2,979,-,TBL SCHIZOAFF SAI SYMPT AFF +SCHIZO +SYMPT SCHIZO PERSISTANTS
F28,2,260,-,"TBL. PSYCHOT. NON ORG., NCA"
F29,2,107,-,"PSYCHOSE NON ORG., SAI"
CMA,niv,"Listediag","Listeracine",Libellé
F30.0,2,260,-,HYPOMANIE
F30.1,2,260,-,MANIE SANS SYMPT. PSYCHOT.
F30.2,2,385,-,MANIE AVEC SYMPT. PSYCHOT.
F30.20,2,385,-,MANIE +SYMPT PSYCHOT HUMEUR CONCORD
F30.21,2,385,-,MANIE +SYMPT PSYCHOT HUMEUR NON CONCORD
F30.8,2,260,-,"EPISODES MANIAQUES, NCA"
F30.9,2,385,-,"EPISODE MANIAQUE, SAI"
F31.0,2,260,-,"TBL. AFF. BIPOL., HYPOMANIAQUE"
F31.1,2,260,-,"TBL. AFF. BIPOL., MANIAQUE SANS SYMPT. PSYCHOT."
F31.2,2,260,-,"TBL. AFF. BIPOL., MANIAQUE AVEC SYMPT. PSYCHOT."
F31.20,2,260,-,TBL AFF BIPOL ÉPISODE MANIAQUE +SYMPT PSYCHOT HUMEUR CONCORD
F31.21,2,260,-,TBL AFF BIPOL ÉPISODE MANIAQUE +SYMPT PSYCHOT HUMEUR NON CONCORD
F31.4,2,260,-,"TBL. AFF. BIPOL., DEPRES. SEVERE SANS SYMPT. PSYCHOT."
F31.5,2,260,-,"TBL. AFF. BIPOL., DEPRES. SEVERE AVEC SYMPT. PSYCHOT."
F31.50,2,260,-,TBL AFF BIPOL ÉPISODE DÉPRES SÉVÈRE +SYMPT PSYCHOT HUMEUR CONCORD
F31.51,2,260,-,TBL AFF BIPOL ÉPISODE DÉPRES SÉVÈRE +SYMPT PSYCHOT HUMEUR NON CONCORD
